Date,Open,High,Low,Close,Adj Close,Volume
2002-12-11,77.246651,78.852776,76.472275,77.858505,44.575096,6967406
2002-12-12,77.676865,78.097511,76.195030,76.644356,43.879978,7540300
2002-12-13,75.764816,76.481834,74.827919,76.481834,43.786938,8131395
2002-12-16,76.099426,78.193115,75.573616,78.030594,44.673618,8873741
2002-12-17,77.055450,78.173996,76.510513,76.778206,43.956600,6450787
2002-12-18,75.764816,76.185471,74.799232,75.650093,43.310738,6814585
2002-12-19,75.143402,76.806885,74.904396,75.200768,43.053501,7656615
2002-12-20,75.908218,76.481834,75.411087,76.281075,43.671997,8424275
2002-12-23,76.242828,77.915871,75.946465,76.730400,43.929237,6194621
2002-12-24,76.673042,77.437859,76.252388,76.252388,43.655567,2531529
2002-12-26,76.300194,77.151054,74.818359,75.047798,42.965923,6050378
2002-12-27,75.047798,75.697899,73.240921,73.957932,42.341969,6625469
2002-12-30,73.613770,74.024857,72.275337,72.896751,41.734428,8437664
2002-12-31,73.709366,75.009560,73.709366,74.091782,42.418610,8233484
2003-01-02,75.334610,77.026772,74.751434,77.026772,44.098888,8226267
2003-01-03,77.151054,78.059273,76.682602,78.059273,44.690060,6236566
2003-01-06,78.298279,81.070747,78.212234,79.913956,45.751873,8285680
2003-01-07,80.258125,82.390060,80.066925,82.217972,47.070961,12454617
2003-01-08,81.787766,81.921608,80.372849,80.487572,46.080246,9946205
2003-01-09,81.022942,83.193115,81.022942,83.173996,47.618298,11204334
2003-01-10,82.074570,84.168259,81.931168,83.824089,47.990475,10413348
2003-01-13,84.426384,85.038239,83.508606,83.661568,47.897427,10981954
2003-01-14,83.393883,84.694077,83.384323,84.684509,48.483074,7917279
2003-01-15,84.684509,84.751434,83.126198,83.738052,47.941208,8521344
2003-01-16,83.556404,83.852776,81.625237,82.265778,47.098354,10359898
2003-01-17,80.057358,80.057358,77.609940,77.724663,44.498444,18128435
2003-01-21,77.724663,78.250481,76.959846,76.998085,44.082489,9337537
2003-01-22,76.481834,77.217972,75.898659,76.195030,43.622738,9866290
2003-01-23,76.625237,77.782028,76.290634,77.485657,44.361618,8756484
2003-01-24,77.055450,77.915871,75.353729,75.516251,43.234108,8104408
2003-01-27,74.560226,76.003822,74.196938,74.971321,42.922131,9735959
2003-01-28,75.047798,76.931168,74.913956,76.586998,43.847145,8386200
2003-01-29,76.003822,77.151054,75.114723,76.787766,43.962086,8111730
2003-01-30,77.724663,77.724663,74.856598,74.856598,42.856461,7687577
2003-01-31,74.282982,74.894836,73.632889,74.760994,42.801739,10192329
2003-02-03,74.760994,75.401527,74.330788,74.741875,42.790787,6990941
2003-02-04,74.741875,74.741875,72.896751,73.699806,42.194195,7548145
2003-02-05,74.426384,75.430206,73.489487,73.862335,42.287216,7768851
2003-02-06,73.718925,74.760994,73.145317,74.101341,42.506584,8111939
